,Adjusted net national income (current US$) [NY.ADJ.NNTY.CD],Adjusted net national income per capita (current US$) [NY.ADJ.NNTY.PC.CD],Adjusted savings: carbon dioxide damage (% of GNI) [NY.ADJ.DCO2.GN.ZS],Adjusted savings: consumption of fixed capital (% of GNI) [NY.ADJ.DKAP.GN.ZS],Adjusted savings: education expenditure (% of GNI) [NY.ADJ.AEDU.GN.ZS],Adjusted savings: energy depletion (% of GNI) [NY.ADJ.DNGY.GN.ZS],Adjusted savings: mineral depletion (% of GNI) [NY.ADJ.DMIN.GN.ZS],Adjusted savings: mineral depletion (current US$) [NY.ADJ.DMIN.CD],Adjusted savings: natural resources depletion (% of GNI) [NY.ADJ.DRES.GN.ZS],Adjusted savings: net forest depletion (% of GNI) [NY.ADJ.DFOR.GN.ZS],Adjusted savings: particulate emission damage (% of GNI) [NY.ADJ.DPEM.GN.ZS],Age dependency ratio (% of working-age population) [SP.POP.DPND],"Age dependency ratio, old (% of working-age population) [SP.POP.DPND.OL]","Age dependency ratio, young (% of working-age population) [SP.POP.DPND.YG]","Contributing family workers, total (% of total employment) (modeled ILO estimate) [SL.FAM.WORK.ZS]","Current health expenditure per capita, PPP (current international $) [SH.XPD.CHEX.PP.CD]","Employers, total (% of total employment) (modeled ILO estimate) [SL.EMP.MPYR.ZS]",Exports of goods and services (% of GDP) [NE.EXP.GNFS.ZS],Exports of goods and services (current US$) [NE.EXP.GNFS.CD],Final consumption expenditure (current US$) [NE.CON.TOTL.CD],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],GDP (current US$) [NY.GDP.MKTP.CD],GDP per capita (current US$) [NY.GDP.PCAP.CD],General government final consumption expenditure (% of GDP) [NE.CON.GOVT.ZS],General government final consumption expenditure (current US$) [NE.CON.GOVT.CD],GNI (current US$) [NY.GNP.MKTP.CD],"GNI, PPP (current international $) [NY.GNP.MKTP.PP.CD]","Imports of goods and services (BoP, current US$) [BM.GSR.GNFS.CD]",Imports of goods and services (current US$) [NE.IMP.GNFS.CD],"Industry (including construction), value added (% of GDP) [NV.IND.TOTL.ZS]","Industry (including construction), value added (annual % growth) [NV.IND.TOTL.KD.ZG]","Industry (including construction), value added (current US$) [NV.IND.TOTL.CD]","Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]","Inflation, GDP deflator (annual %) [NY.GDP.DEFL.KD.ZG]","Manufacturing, value added (% of GDP) [NV.IND.MANF.ZS]","Manufacturing, value added (annual % growth) [NV.IND.MANF.KD.ZG]","Manufacturing, value added (current US$) [NV.IND.MANF.CD]","Population, total [SP.POP.TOTL]",Total tax and contribution rate (% of profit) [IC.TAX.TOTL.CP.ZS],"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]","Wage and salaried workers, total (% of total employment) (modeled ILO estimate) [SL.EMP.WORK.ZS]",Access to clean fuels and technologies for cooking (% of population) [EG.CFT.ACCS.ZS],"Access to clean fuels and technologies for cooking, rural (% of rural population) [EG.CFT.ACCS.RU.ZS]","Access to clean fuels and technologies for cooking, urban (% of urban population) [EG.CFT.ACCS.UR.ZS]",Access to electricity (% of population) [EG.ELC.ACCS.ZS],"Access to electricity, rural (% of rural population) [EG.ELC.ACCS.RU.ZS]","Access to electricity, urban (% of urban population) [EG.ELC.ACCS.UR.ZS]",Agricultural methane emissions (thousand metric tons of CO2 equivalent) [EN.ATM.METH.AG.KT.CE],Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent) [EN.ATM.NOXE.AG.KT.CE],"Annual freshwater withdrawals, total (% of internal resources) [ER.H2O.FWTL.ZS]",CO2 emissions (kg per 2015 US$ of GDP) [EN.ATM.CO2E.KD.GD],CO2 emissions (kg per 2017 PPP $ of GDP) [EN.ATM.CO2E.PP.GD.KD],CO2 emissions (kg per PPP $ of GDP) [EN.ATM.CO2E.PP.GD],CO2 emissions (kt) [EN.ATM.CO2E.KT],CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],Methane emissions (kt of CO2 equivalent) [EN.ATM.METH.KT.CE],Nitrous oxide emissions (thousand metric tons of CO2 equivalent) [EN.ATM.NOXE.KT.CE],Renewable energy consumption (% of total final energy consumption) [EG.FEC.RNEW.ZS],Renewable internal freshwater resources per capita (cubic meters) [ER.H2O.INTR.PC],"Renewable internal freshwater resources, total (billion cubic meters) [ER.H2O.INTR.K3]",Total greenhouse gas emissions (kt of CO2 equivalent) [EN.ATM.GHGT.KT.CE]
10,1098290000000.0,43990.13708,1.097662245,17.93051497,5.020112534,1.261702735,1.221836783,16861347608.0,2.483539518,0.0,0.019516496,52.55291952,23.90324633,28.64967319,0.189999998,4876.28125,5.809999943,21.87340412,312415000000.0,1072400000000.0,2.883045123,1428290000000.0,57207.87151,19.89569285,284168000000.0,1383590000000.0,1213930000000.0,310664000000.0,307313000000.0,24.14395689,3.934511866,344845000000.0,1.911400944,1.82915392,5.778138372,2.240015503,82528486164.0,24966643.0,47.4,5.300000191,83.54000092,100.0,100.0,100.0,100.0,100.0,100.0,88050.0,71490.0,2.52548824,0.265102805,0.316056996,0.308877721,387070.0073,15.50348628,140600.0061,76800.0,9.67,19706.29371,492.0,617390.0146
11,367736000000.0,41596.61338,0.550086016,18.17672779,5.060658344,0.059156799,0.0,0.0,0.104220192,0.045063393,0.040326078,49.6623569,28.06245902,21.59989788,1.24000001,5898.353027,4.570000172,55.46221912,252348000000.0,324286000000.0,2.425385361,454991000000.0,51466.55656,19.33938252,87992483572.0,450536000000.0,498628000000.0,238933000000.0,238695000000.0,25.36642939,3.22877996,115415000000.0,1.998379814,1.838064448,16.82875171,4.460462456,76569334980.0,8840521.0,51.5,4.849999905,87.98999786,100.0,100.0,100.0,100.0,100.0,100.0,4710.0,2550.0,6.345454545,0.15454711,0.129181718,0.125229152,63060.00137,7.133063919,7039.999962,3830.0,34.11,6221.352791,55.0,75440.00244
12,33525967041.0,3372.911412,2.796972535,6.701158017,2.544468779,18.42825631,0.125147623,56133125.96,18.55340393,0.0,0.192593109,43.96187616,8.623747655,35.3381285,33.84999847,517.126648,12.72999954,54.09229386,25484470588.0,30438294118.0,1.5,47112941176.0,4739.84171,10.46646357,4931058824.0,44853529412.0,137679000000.0,17705199000.0,17705176471.0,52.25053688,-0.663005846,24616764706.0,2.268546904,12.18487696,4.619812216,6.400001909,2176529412.0,9939771.0,41.2,4.940000057,31.79999924,96.6,93.7,99.1,100.0,100.0,100.0,3930.0,3480.0,149.9322243,0.62575396,0.231733049,0.226326094,32729.99954,3.292832354,14220.00027,4260.0,1.93,816.4171991,8.115,51689.99863
13,11100177202.0,27618.83924,0.737719965,7.50561066,3.8356,0.0,0.0,0.0,0.014029004,0.014029004,0.135809546,40.93459386,10.81662996,30.1179639,0.270000011,2248.733887,5.929999828,35.85584597,4573700000.0,9999900000.0,1.831007794,12755800000.0,31738.26716,12.37476285,1578500000.0,11990200000.0,13435858951.0,5116303392.0,5077600000.0,12.21640352,-7.749102486,1558300000.0,2.265863467,1.366283978,2.045344079,-32.32533889,260900000.0,401906.0,31.5,10.0,84.87999725,100.0,100.0,100.0,100.0,100.0,100.0,10.0,20.0,27.57988218550001,0.226890294,0.200569394,0.19588957,2799.999952,6.966803064,209.9999934,30.0,1.02,1741.700796,0.7,3119.999886
14,28228876805.0,18979.43766,3.372278602,7.783259482,2.91,13.20153398,0.0,0.0,13.20194354,0.000409552,0.165932343,29.41617672,3.624651844,25.79152487,0.449999988,1962.292725,1.649999976,79.25252192,29959042553.0,21560957447.0,2.111130473,37802005319.0,25415.84662,16.28607455,6156462766.0,35726063830.0,70433154387.0,27186968085.0,27048670213.0,42.86055831,1.066790976,16202150532.0,2.08766938,4.360061884,17.61996753,1.876076982,6660701064.0,1487340.0,13.8,1.184999943,97.31999969,100.0,100.0,100.0,100.0,100.0,100.0,30.0,70.0,3877.5,0.89974048,0.423290216,0.413413717,30809.99947,20.71483283,16899.99962,190.0,0.0,2.689364906,0.004,51159.99985
15,262889000000.0,1606.078875,1.12980133,7.88232852,1.01715241,0.439495796,0.0,0.0,0.518595806,0.079100009,0.724911284,50.18933694,7.87968833,42.30964861,11.06999969,114.0911713,4.909999847,12.67478794,40734109733.0,236370000000.0,7.31941263,321379000000.0,1963.411855,5.959166931,19151512495.0,334231000000.0,893182000000.0,65585208867.0,63761096215.0,31.98281359,10.19581392,102786000000.0,5.543621395,5.805538767,20.80229593,10.45244155,66854215527.0,163683958.0,33.4,4.380000114,40.11999893,21.9,6.7,55.3,91.80000305,89.08300781,96.5,60490.0,26900.0,34.16190476,0.349121528,0.099487568,0.097166256,83449.99695,0.509823919,92050.00305,29330.0,26.88,641.4800893,105.0,208000.0
16,4327448754.0,15472.41481,1.008522545,10.58493667,4.36856981,0.287152147,0.0,0.0,0.301453806,0.014301659,0.25177553,47.09582413,20.82097402,26.27485011,0.029999999,1053.734985,0.810000002,35.52480663,1810800000.0,4423050000.0,-1.0271391,5097283200.0,18224.89059,11.79157556,601050000.0,4847483200.0,4358423264.0,2227406647.097,2035800000.0,12.3350023,-3.348972658,628750000.0,3.673814104,3.384338693,4.88789793,-2.234522345,249150000.0,279688.0,35.3,8.319999695,82.76999664,100.0,100.0,100.0,100.0,100.0,100.0,30.0,30.0,87.5,0.257449011,0.27702769,0.27056389,1240.00001,4.433511661,2339.999914,40.0,5.79,286.0330082,0.08,3759.99999
17,49128899661.0,5205.002515,4.016080147,14.4183105,4.701528268,0.673811348,0.0,0.0,0.673811348,0.0,0.190287248,48.38906395,23.49106312,24.89800083,0.029999999,1072.708374,0.889999986,70.45504526,42295053004.0,41597320377.0,3.149197594,60031262269.0,6360.062473,15.73949249,9448616019.0,57886444346.0,176825000000.0,41338700000.0,41384766392.0,31.26560971,-4.216577954,18769140165.0,4.872302206,12.13922998,21.2579004,-0.064362425,12761385944.0,9438785.0,53.3,4.760000229,95.81999969,99.5,98.55,99.8,100.0,100.0,100.0,9270.0,11190.0,4.088235294,1.012909367,0.329149203,0.321469267,58950.00076,6.245507315,17030.00069,12150.0,7.22,3602.158541,34.0,88209.99908
18,446414000000.0,39066.43551,0.668274948,18.52692455,6.047616857,0.0,0.0,0.0,0.010617768,0.010617768,0.046503737,55.5495903,29.21774321,26.33184709,0.850000024,5683.120605,3.789999962,83.07962947,451371000000.0,407037000000.0,1.792945193,543299000000.0,47544.98115,23.14146612,125727000000.0,548108000000.0,605554000000.0,453057000000.0,453194000000.0,18.93393077,0.399218603,102868000000.0,2.053164999,1.549831525,12.17367734,0.00113589,66139475417.0,11427054.0,57.7,5.949999809,85.97000122,100.0,100.0,100.0,100.0,100.0,100.0,6090.0,3310.0,36.67453791,0.19339052,0.160355709,0.156016034,93660.00366,8.196338589,8189.99958,4590.0,10.66,1050.139432,12.0,109059.9976
19,1443657536.0,3778.55537,1.514070745,17.09672412,6.39,0.478039698,0.0,0.0,0.860954359,0.382914661,0.301987014,52.66701564,6.951143007,45.71587263,3.269999981,426.8850098,3.390000105,51.07991361,1182500000.0,1778500000.0,1.103448276,2315000000.0,6059.162553,19.2224622,445000000.0,2158750000.0,3209620142.0,1155093354.0,1126000000.0,13.79087905,0.151034587,319258850.0,0.269982623,0.163340769,6.568319654,2.234455959,152056600.0,382066.0,31.1,7.81400013,66.41000366,82.4,72.7,95.0,91.72000122,86.51377106,97.90000153,190.0,190.0,0.661861075,0.286429056,0.187409504,0.183036737,629.9999952,1.648929754,509.9999905,200.0,34.64,39940.74322,15.26,1480.000019
20,12580552033.0,1053.587306,2.197035713,10.72170963,2.933139279,0.09225986,0.0,0.0,0.09225986,0.0,2.25224529,85.31471125,5.718509708,79.59620155,13.81999969,81.07919312,1.330000043,27.27423062,3889962071.0,11532614583.0,6.697259461,14262408080.0,1194.438214,10.41050539,1484788762.0,14105968058.0,36761232957.0,4668665793.0,4923520740.0,14.64195675,4.84097645,2088295623.0,0.644803622,0.670442105,9.162461995,3.792933348,1306787720.0,11940683.0,48.9,1.470000029,11.32999992,4.2,0.8,7.8,39.24691772,16.74735069,64.3030777,3060.0,2520.0,1.262135922,0.559206051,0.204398275,0.199629114,7420.000076,0.621404996,3819.999933,2840.0,43.97,862.5972233,10.3,15090.00015
21,5707234036.5,55595.99119070005,1.7778908051900006,4.845434026,1.428263205,0.0,0.0,0.0,0.1806651719000001,0.1114736674429999,0.1737680974500001,48.54632922,26.4077715,22.13855772,0.5379000005299998,2790.750126047301,4.040499982239999,51.47915638,3719872000.0,4372051000.0,-0.4328013,7225977000.0,113050.7369,11.72832407,847486000.0,7460410000.0,5501636898.0,2197111579.0,1884254000.0,5.701235971,7.911335271,411970000.0,6.496183395740003,1.611116976,0.487269749,-2.471705106,35210000.0,63918.0,54.41199999999999,8.02000000151,85.11959930420002,43.467000000000006,23.419000000000004,69.03999999999998,100.0,100.0,100.0,20736.6,13390.4,19.60989777661,0.4964702701099998,0.2082816583899999,0.2029018933299999,186600.5015163,6.993324926030002,49402.09972449997,15188.1,0.67,8726.2148540574,126.941474,279900.0015164
22,1989540929.0,2610.617204,2.42820405,8.741847404,7.027607946,0.0,0.013231851,294630.7082,1.907963892,1.894732041,0.552482726,44.8967408,8.548401203,36.3483396,31.05999947,368.2231445,0.090000004,30.81770601,754068095.2,1833552373.0,3.055129837,2446866405.0,3210.706269,17.11690279,418827744.0,2226677926.0,7976936056.0,1248481207.0,1305875610.0,38.20346089,-4.983136051,934787650.2,2.723963862,1.759330695,7.431500077,2.608328683,181838878.8,762096.0,35.3,3.349999905,27.55999947,78.3,65.05,97.05,99.97436523,99.96322632,99.99046326,400.0,110.0,0.433205128,0.449394646,0.122646077,0.119784414,1049.999952,1.377779115,479.9999893,110.0,82.22,102349.3103,78.0,1679.999948
23,33611215136.0,2895.794799,2.263370081,10.83448205,6.08,2.685171826,0.981716572,385932348.7,3.666888399,0.0,0.427565504,58.71724729,7.853648564,50.86359873,18.65999985,588.9136963,4.940000057,25.98879507,10470274257.0,34057574889.0,4.223623511,40287647930.0,3471.006951,17.52564467,7060670022.0,39311992849.0,98178462889.0,12391416914.0,12537987227.0,26.24658947,2.276880449,10574133559.0,2.272059872,3.056265908,10.3431515,5.516182321,4167012460.0,11606905.0,83.7,3.519999981,31.46999931,85.0,56.1,98.8,92.80000305,77.58667755,99.5,18850.0,8360.0,0.687973641,0.621705476,0.236395643,0.230879897,23229.99954,2.00139482,27879.99916,8800.0,7.37,26148.22815,303.5,60250.0
24,16803438967.0,4942.000426,4.402948332,16.09846659,3.661521680820001,0.042056983,0.082563384,16560037.12,0.124620367,0.0,0.393674137,46.25670174,24.37881974,21.87788201,3.730000019,1368.179321,4.920000076,42.60934989,8600062764.0,18859982016.0,3.740073101,20183510863.0,5936.101502,19.76953319,3990185878.0,20065949004.0,49299429821.0,11555954902.0,11562637296.0,24.52344216,3.85078712,4949691611.0,1.41710814,2.747630043,13.2253467,1.763976116,2669339288.0,3400129.0,23.7,18.39999962,78.63999939,44.7,17.0,67.7,100.0,100.0,100.0,1480.0,1080.0,0.878873239,1.262727649,0.472600215,0.455753006,22600.00038,6.646806748,3700.000048,1270.0,35.4,10440.78034,35.5,27750.0
25,13212532826.0,5389.770873,1.895302991,21.51170152,9.48,0.310554297,0.047916406,8132278.548,0.638395863,0.27992516,0.542169994,58.74790751,5.378978963,53.36892855,2.690000057,1078.192871,2.319999933,44.22814392,7532893882.0,12359366118.0,4.189834074,17031901441.0,6947.800812,29.09879703,4956078431.0,15330124500.0,33802099452.0,7362391277.0,7362373235.0,34.80032767,5.436493528,5927157510.0,3.238015589,0.055525475,6.147461526,-1.164717799,1047029588.0,2451409.0,25.1,19.83799934,75.80000305,63.8,25.6,84.95,68.22926331,28.75203323,85.59798431,2420.0,2260.0,8.5,0.464582865,0.199301053,0.194650823,7309.999943,2.981958516,2789.999962,2390.0,25.76,979.0287953,2.4,12680.00031
